transaction_amount,transaction_time,customer_age,distance_from_home,previous_fraud_history,merchant_risk_score,num_transactions_last_24hrs,account_type,region,transaction_method,fraud_label
122.14,19,35,12.24,0,0.21,2,Current,East,POS,0
186.54,6,64,9.74,0,0.94,1,Savings,West,POS,0
185.4,16,54,3.64,0,0.3,4,Savings,Central,POS,0
351.08,7,71,0.15,0,0.75,4,Savings,West,Online,0
110.68,12,66,5.7,0,0.84,2,Savings,Central,Online,0
64.44,15,48,4.51,1,0.12,5,Current,South,POS,0
61.59,9,31,9.89,0,0.07,2,Savings,South,Online,0
153.66,13,18,21.51,0,0.6,5,Current,North,POS,0
119.26,5,31,8.67,0,0.62,6,Savings,North,Online,0
116.01,19,58,45.41,0,0.62,4,Savings,Central,Online,0
19.11,21,22,3.75,0,0.46,5,Savings,West,POS,0
253.6,6,48,3.75,0,0.93,0,Current,North,Online,0
48.09,5,48,13.91,0,0.69,2,Savings,East,POS,0
43.87,16,47,33.99,0,0.07,4,Savings,South,ATM,0
106.46,20,53,16.71,1,0.79,3,Current,West,Online,1
51.7,23,18,16.8,0,0.28,2,Business,Central,Mobile Banking,0
175.35,7,20,24.62,1,0.72,2,Current,Central,POS,0
92.87,11,37,16.57,0,0.06,1,Savings,South,ATM,0
119.17,3,60,21.37,0,0.77,1,Savings,West,POS,0
154.08,9,65,30.16,0,0.54,5,Savings,East,POS,0
45.51,5,60,0.12,0,0.72,5,Savings,Central,ATM,0
33.86,6,38,32.52,0,0.49,1,Savings,South,Online,0
424.76,20,47,3.64,0,0.8,2,Current,North,Online,0
113.73,7,59,36.47,0,0.95,1,Savings,South,Online,1
106.24,2,61,4.64,1,0.74,3,Current,South,ATM,0
7.25,7,47,9.11,0,0.74,2,Business,North,Online,0
137.82,14,22,40.75,0,0.22,1,Current,East,POS,0
161.56,20,27,1.74,0,0.35,4,Current,South,POS,0
163.67,0,41,20.51,0,0.13,2,Current,South,Mobile Banking,0
245.54,12,62,7.47,0,0.53,5,Current,South,Mobile Banking,0
39.08,21,68,0.37,1,0.45,3,Current,West,Mobile Banking,0
58.13,17,56,41.99,0,0.29,3,Savings,Central,POS,0
332.92,14,65,1.88,0,0.07,3,Savings,West,Online,0
588.14,6,23,22.32,0,0.93,4,Savings,South,Online,0
29.22,14,27,7.27,0,0.61,3,Savings,South,Mobile Banking,0
137.69,2,59,24.96,0,0.32,1,Savings,North,Mobile Banking,0
48.2,13,60,20.81,0,0.35,5,Savings,North,POS,0
12.39,19,71,15.04,0,0.4,1,Savings,West,ATM,0
78.76,3,27,42.01,0,0.81,3,Savings,South,ATM,0
31.02,3,42,1.56,0,0.21,3,Savings,North,Mobile Banking,0
247.53,2,31,24.04,0,0.86,5,Current,North,ATM,0
152.6,4,64,16.67,0,0.31,4,Current,East,Online,0
31.06,10,56,5.67,0,0.87,2,Current,East,POS,0
1.86,7,30,11.84,0,0.9,6,Savings,South,Online,0
330.22,1,28,15.52,0,0.7,3,Savings,North,Online,0
38.76,15,56,19.99,0,0.89,1,Business,West,Online,1
186.39,9,28,3.11,0,0.75,3,Current,Central,POS,0
82.17,17,63,1.62,0,0.14,1,Business,West,POS,0
176.13,6,66,1.61,0,0.96,1,Savings,South,ATM,0
75.86,4,33,5.22,0,0.19,0,Current,Central,Mobile Banking,0
18.19,6,50,2.51,0,0.49,4,Savings,West,Online,0
50.45,20,58,11.51,0,0.38,5,Savings,West,Online,0
41.67,5,58,8.62,1,0.35,4,Current,Central,ATM,0
111.73,23,49,33.53,0,0.78,2,Savings,East,Mobile Banking,0
214.75,0,27,18.96,0,0.29,3,Savings,West,Mobile Banking,0
61.25,10,68,3.46,0,0.54,1,Savings,South,Online,0
2.43,12,32,0.7,0,0.34,3,Savings,West,Online,0
146.35,11,33,18.52,0,0.89,7,Savings,North,Mobile Banking,0
186.16,0,60,28.05,0,0.16,1,Business,West,Online,0
658.67,20,44,18.11,0,0.18,4,Current,West,POS,0
178.06,14,73,15.48,0,0.11,1,Savings,West,Online,0
127.42,0,74,4.3,0,0.76,4,Savings,South,Online,0
170.38,2,66,10.24,0,0.16,2,Savings,West,Online,0
525.94,14,68,19.36,0,0.53,6,Savings,South,Online,0
352.49,8,62,3.22,0,0.77,6,Current,South,Online,0
78.01,13,49,9.71,0,0.12,6,Current,West,ATM,0
54.17,22,23,1.87,0,0.93,7,Savings,West,POS,0
60.93,21,64,11.35,0,0.28,4,Savings,West,Mobile Banking,0
140.41,23,65,12.78,0,0.79,5,Savings,West,POS,0
272.55,7,53,11.5,0,0.79,6,Current,South,POS,0
139.92,21,25,9.51,0,0.35,1,Savings,South,POS,0
14.04,3,42,13.28,0,0.55,2,Current,West,Mobile Banking,0
257.17,19,24,86.17,0,0.63,2,Savings,South,ATM,0
327.95,19,34,14.61,0,0.42,6,Savings,North,Mobile Banking,0
68.36,5,65,20.95,0,0.36,0,Current,East,ATM,0
218.2,0,47,3.2,0,0.85,0,Savings,Central,POS,0
111.23,17,19,11.33,0,0.2,2,Savings,East,Online,0
439.86,5,34,0.11,0,0.79,0,Savings,East,Online,0
373.16,13,74,0.48,0,0.2,1,Current,Central,Online,0
149.07,10,21,5.84,0,0.7,5,Savings,West,POS,0
235.21,16,43,9.43,0,0.29,3,Savings,East,POS,0
429.71,8,31,12.86,0,0.93,0,Current,West,ATM,0
136.92,21,25,32.84,0,0.61,2,Current,West,Mobile Banking,0
75.16,6,22,22.16,0,0.53,3,Current,North,Online,0
280.21,13,22,5.35,0,0.3,2,Business,South,Online,0
49.71,16,22,20.41,0,0.51,5,Savings,Central,Online,0
98.38,7,44,11.96,0,0.07,2,Savings,Central,POS,0
401.58,15,22,22.66,0,0.14,1,Savings,Central,Online,0
257.78,11,20,7.94,0,0.3,4,Current,South,Online,0
103.44,11,55,1.45,0,0.95,3,Current,Central,POS,0
48.35,4,47,14.45,1,0.47,3,Savings,East,POS,0
88.0,4,18,12.21,0,0.4,4,Savings,Central,Online,0
66.84,13,25,46.06,0,0.77,0,Business,North,POS,1
38.74,5,30,2.65,0,0.69,1,Current,West,Online,0
272.0,6,37,16.01,0,0.66,2,Savings,West,ATM,0
58.09,22,23,9.64,0,0.61,4,Current,North,POS,0
121.09,20,67,7.14,0,0.13,2,Current,South,POS,0
97.51,16,67,23.74,0,0.39,2,Savings,South,ATM,0
804.34,8,65,24.96,0,0.9,6,Current,Central,Online,1
99.22,21,25,18.81,0,0.96,1,Current,Central,Online,0
16.67,12,47,1.31,0,0.43,6,Savings,East,Online,0
18.82,8,66,6.35,0,0.0,2,Business,West,POS,0
178.69,15,57,0.72,0,0.5,1,Current,Central,ATM,0
182.94,3,32,6.32,0,0.23,4,Savings,North,Mobile Banking,0
108.52,1,27,15.66,0,0.19,1,Current,South,ATM,0
113.07,12,50,10.97,0,0.28,3,Current,Central,POS,0
11.09,12,26,18.21,0,0.12,2,Current,South,POS,0
145.36,18,66,12.03,0,0.05,0,Current,West,Online,0
140.53,11,69,12.17,0,0.44,0,Current,East,Online,0
32.4,3,74,10.73,0,0.26,2,Savings,South,Online,0
21.93,9,50,6.8,0,0.26,3,Current,South,POS,0
26.38,15,26,8.87,0,0.22,1,Current,Central,Online,0
21.3,23,31,1.79,0,0.5,5,Savings,Central,Online,0
188.17,18,73,26.98,0,0.73,4,Savings,West,Online,0
43.75,7,49,33.0,0,0.66,2,Savings,East,Online,0
57.92,5,54,21.8,0,0.98,4,Business,Central,Online,1
38.13,3,23,13.14,0,0.91,3,Savings,East,Online,0
633.23,6,22,12.63,0,0.42,3,Savings,East,Online,0
385.68,13,21,9.53,0,0.81,3,Savings,Central,Mobile Banking,0
52.4,12,65,3.95,0,0.18,7,Savings,South,Online,0
79.37,20,33,7.26,0,0.21,1,Current,North,Online,0
47.12,4,27,68.94,0,0.7,3,Savings,West,Online,0
135.41,8,48,2.36,0,0.22,4,Savings,East,Online,0
3.96,2,48,11.74,0,0.45,1,Current,South,Online,0
222.56,9,31,30.21,0,0.32,2,Current,East,POS,0
148.11,14,30,9.05,0,0.23,4,Savings,Central,Online,0
457.81,19,21,13.96,0,0.15,1,Current,West,Online,0
35.92,20,63,26.39,0,0.61,4,Savings,West,Online,0
326.04,16,43,11.9,0,0.06,2,Savings,South,ATM,0
314.01,22,41,19.72,0,0.7,1,Current,East,Mobile Banking,0
27.21,23,73,6.4,1,0.89,2,Savings,South,POS,0
101.69,5,26,19.81,0,0.34,5,Business,Central,Online,0
37.3,2,52,0.63,0,0.41,2,Savings,North,POS,0
58.8,17,59,2.49,0,0.59,1,Savings,Central,POS,0
61.1,4,32,15.21,0,0.67,2,Savings,East,ATM,0
162.49,12,41,8.94,1,0.54,3,Savings,North,Online,0
106.01,0,48,26.43,0,0.69,2,Savings,North,Mobile Banking,0
590.28,16,36,6.28,0,0.81,5,Savings,North,Online,0
27.02,2,19,21.86,0,0.99,5,Savings,Central,ATM,0
727.58,18,19,2.25,0,0.39,3,Savings,East,ATM,0
52.44,20,58,39.92,0,0.58,3,Savings,North,ATM,0
296.45,19,53,8.13,0,0.38,3,Savings,South,Online,0
82.79,21,54,3.94,0,0.24,3,Savings,North,Online,0
30.88,11,51,23.35,0,1.0,2,Savings,Central,POS,0
390.23,7,74,44.31,0,0.01,4,Savings,South,ATM,0
73.88,7,56,37.53,0,0.06,5,Business,East,POS,0
215.09,14,36,4.08,0,0.58,2,Current,East,ATM,0
167.15,10,55,16.72,0,0.71,5,Savings,Central,Online,0
127.64,19,40,11.87,1,0.73,7,Business,North,POS,0
136.96,0,33,19.37,0,0.7,2,Savings,East,POS,0
263.53,15,63,10.01,0,0.79,1,Savings,West,Online,0
18.37,13,61,9.52,0,0.74,2,Business,North,POS,0
220.63,6,23,32.15,0,0.55,0,Savings,South,Online,0
452.31,5,43,30.75,0,0.47,3,Savings,Central,ATM,0
11.91,20,39,23.24,0,0.72,1,Savings,Central,Online,0
30.32,3,62,18.31,0,0.73,4,Savings,South,ATM,0
252.2,21,64,17.02,0,0.33,3,Current,North,Online,0
115.0,7,41,0.87,0,0.0,3,Savings,South,POS,0
103.35,21,63,20.77,0,0.31,5,Savings,South,Online,0
29.46,18,57,15.25,0,0.53,2,Savings,West,Online,0
141.36,2,38,5.4,0,0.53,4,Current,South,Mobile Banking,0
27.06,3,47,25.73,0,0.38,1,Current,Central,POS,0
129.49,12,69,26.8,0,0.93,4,Current,East,Online,0
288.46,20,28,40.37,0,0.48,2,Savings,North,Online,0
59.75,1,70,8.13,0,0.14,1,Savings,East,POS,0
131.09,10,26,12.02,0,0.19,5,Current,South,ATM,0
966.06,15,29,35.46,0,0.09,2,Savings,South,Online,1
232.09,9,43,5.71,0,0.27,3,Current,West,POS,0
368.22,14,55,23.89,0,0.3,1,Savings,Central,POS,0
107.18,9,68,72.36,0,0.33,4,Current,North,Online,0
292.08,1,20,15.83,0,0.84,2,Savings,South,POS,0
8.27,5,50,61.75,0,0.77,4,Savings,Central,ATM,0
26.23,13,32,10.88,0,0.5,7,Current,East,Mobile Banking,0
45.4,1,64,2.49,0,0.44,1,Current,North,Mobile Banking,0
102.82,9,22,2.9,0,0.38,3,Business,North,ATM,0
373.83,16,71,19.72,0,0.01,3,Savings,West,Online,0
85.01,7,41,0.01,0,0.92,5,Business,Central,Online,1
212.62,15,28,16.27,0,0.29,1,Business,North,ATM,0
247.1,13,74,2.46,0,0.84,3,Business,East,POS,0
176.47,9,72,62.38,0,0.74,2,Current,East,Online,0
88.4,12,50,2.67,0,0.11,3,Current,South,POS,0
172.1,0,40,12.06,0,0.31,4,Savings,South,ATM,0
83.79,9,27,16.6,1,0.48,6,Business,East,Online,1
17.52,21,74,25.68,0,0.26,4,Savings,Central,POS,0
986.85,11,69,9.22,0,0.4,3,Savings,Central,Online,0
27.21,16,60,40.73,1,0.28,2,Savings,East,Online,1
15.02,23,45,9.82,0,0.64,7,Business,East,Mobile Banking,0
421.62,13,56,4.36,0,0.36,6,Savings,South,ATM,0
71.86,4,74,13.49,0,0.35,3,Savings,East,ATM,0
210.13,18,34,16.09,0,0.27,1,Current,South,POS,0
79.8,4,61,10.62,0,0.8,4,Business,South,Online,1
99.34,14,43,19.82,1,0.65,2,Savings,South,Online,0
60.79,12,42,8.19,0,0.72,4,Savings,West,POS,0
84.03,16,53,0.07,0,0.39,3,Savings,Central,Online,0
105.76,0,29,4.61,1,0.84,7,Current,East,Online,1
254.89,13,73,43.76,0,0.42,5,Savings,West,POS,0
143.3,3,20,21.61,0,0.18,1,Savings,South,Online,0
574.93,8,67,3.15,0,0.51,3,Savings,West,Mobile Banking,0
8.56,16,46,1.03,0,0.44,2,Savings,West,Mobile Banking,0
139.86,2,61,6.48,0,0.09,2,Savings,Central,Online,0
175.52,12,73,27.15,0,0.66,3,Current,North,Online,0
505.64,11,41,1.68,0,0.81,4,Savings,South,POS,0
10.08,15,36,11.76,0,0.36,3,Current,West,Online,0
170.43,3,30,4.82,0,0.76,3,Current,East,POS,0
384.32,17,33,19.43,0,0.59,2,Savings,North,POS,0
55.4,22,57,0.01,0,0.27,3,Savings,North,POS,0
417.97,2,44,4.87,0,0.34,4,Savings,West,POS,0
3.85,16,23,17.06,0,0.95,1,Savings,North,Online,0
263.69,0,59,11.87,0,0.22,0,Current,North,Online,0
540.95,18,74,22.63,0,0.15,4,Current,West,Online,0
214.12,21,27,2.57,0,0.08,1,Savings,Central,Online,0
115.62,3,55,11.36,0,0.88,0,Savings,East,ATM,0
9.18,16,25,3.27,0,0.67,5,Savings,South,Mobile Banking,0
505.43,6,35,15.29,0,0.12,4,Savings,Central,ATM,0
127.09,1,49,2.11,0,0.77,1,Savings,South,Online,0
5.89,11,34,2.41,0,0.63,1,Current,West,POS,0
234.12,4,59,5.97,0,0.99,3,Savings,South,POS,0
131.49,15,19,7.71,0,0.51,1,Savings,Central,Mobile Banking,0
26.56,7,61,10.35,1,0.52,3,Current,East,POS,0
48.23,22,37,13.04,0,0.25,8,Business,Central,ATM,0
13.33,7,27,9.49,0,0.19,2,Savings,North,Online,0
170.8,12,26,0.7,0,0.73,3,Savings,North,Online,0
194.59,13,65,6.31,0,0.37,0,Current,Central,Online,0
140.94,10,56,0.95,0,0.72,6,Current,North,Online,0
339.77,5,58,1.88,0,0.77,2,Savings,Central,POS,0
394.67,15,42,1.46,0,0.9,4,Savings,Central,POS,0
191.23,22,42,2.58,0,0.43,5,Savings,East,Online,0
2.57,21,41,25.14,0,0.1,1,Current,East,POS,0
237.64,14,23,14.82,0,0.02,4,Savings,East,POS,0
108.26,15,47,10.6,0,0.29,4,Current,North,Online,0
166.74,12,27,19.77,0,0.93,1,Current,North,POS,0
209.44,11,56,48.75,0,0.75,1,Business,South,Online,1
86.23,17,48,8.11,0,0.56,4,Savings,Central,POS,0
498.02,17,35,6.87,0,0.24,3,Savings,Central,POS,0
28.77,13,60,57.1,0,0.71,4,Savings,East,POS,0
222.65,1,50,22.13,0,0.74,2,Savings,North,POS,0
0.87,21,70,22.52,0,0.23,5,Current,East,ATM,0
517.13,1,73,13.74,0,0.71,0,Business,North,Mobile Banking,0
23.87,2,36,10.61,0,0.12,0,Savings,North,POS,0
19.94,23,40,12.0,0,0.1,0,Savings,Central,Online,0
81.0,7,22,15.84,0,0.06,3,Current,North,Mobile Banking,0
93.54,10,43,7.09,0,0.81,3,Current,North,Online,0
48.24,11,46,22.87,0,0.27,2,Current,Central,Online,0
175.95,3,41,35.99,0,0.6,5,Business,South,Mobile Banking,0
117.01,8,23,12.7,0,0.14,4,Savings,Central,Mobile Banking,0
6.95,23,71,7.21,0,0.44,1,Current,North,Online,0
77.03,16,56,17.84,0,0.03,1,Savings,North,POS,0
332.6,23,72,3.02,0,0.86,5,Current,North,POS,0
234.04,15,21,51.9,0,0.54,1,Current,North,POS,0
258.1,16,65,16.09,0,0.89,1,Savings,North,POS,0
239.54,14,59,1.05,1,0.47,4,Current,Central,Online,0
74.49,19,43,11.32,0,0.32,1,Savings,South,ATM,0
21.0,21,32,20.81,0,0.4,5,Savings,Central,Mobile Banking,0
63.62,6,30,4.88,0,0.24,2,Savings,Central,Mobile Banking,0
356.5,9,57,0.79,0,0.89,5,Savings,East,ATM,0
787.17,3,39,10.08,0,0.3,1,Current,North,Online,0
136.18,23,30,26.9,1,0.29,3,Savings,North,ATM,0
1.95,23,73,4.35,0,0.63,6,Current,West,Online,0
30.17,13,56,18.94,1,0.12,4,Current,North,ATM,0
77.75,13,34,7.86,0,0.22,2,Business,South,Online,0
172.83,13,53,0.92,0,0.43,4,Current,Central,Online,0
15.61,13,56,5.44,0,0.18,4,Current,South,ATM,0
574.2,21,65,5.65,0,0.26,3,Savings,West,POS,0
90.85,19,42,35.26,0,0.7,2,Savings,North,POS,0
487.42,17,51,60.05,0,0.28,4,Savings,West,Mobile Banking,0
303.3,14,38,3.53,0,0.64,2,Current,East,Online,0
281.66,22,42,8.45,0,0.49,5,Savings,East,Online,0
186.65,18,42,56.39,0,0.77,3,Savings,West,Online,1
197.12,12,39,7.85,0,0.75,2,Savings,West,POS,0
203.22,11,40,6.44,1,0.2,5,Savings,North,Online,0
198.16,18,42,1.75,0,0.94,5,Current,South,ATM,0
161.37,18,31,20.99,0,0.8,7,Savings,North,Mobile Banking,0
859.74,19,31,8.89,0,0.53,1,Business,West,Mobile Banking,0
263.57,1,43,15.27,0,0.56,7,Savings,Central,POS,0
300.07,20,57,10.7,0,0.83,1,Current,West,Mobile Banking,0
411.87,2,47,2.88,0,0.48,2,Savings,East,Online,0
48.58,9,43,2.91,0,0.48,5,Current,East,POS,0
17.51,4,55,42.14,0,0.63,3,Savings,Central,POS,0
131.9,11,39,33.04,1,0.09,5,Current,North,Mobile Banking,0
144.34,6,56,14.15,0,0.58,4,Savings,East,Online,0
353.43,8,56,0.02,0,0.22,2,Current,East,POS,0
117.32,1,51,8.52,0,0.12,2,Current,South,Online,0
169.19,9,42,11.34,1,0.82,3,Savings,Central,Online,1
149.76,5,53,8.95,0,0.38,3,Current,East,Mobile Banking,0
7.79,11,30,38.94,0,0.5,2,Savings,East,Online,0
191.01,5,46,0.63,0,0.29,1,Savings,East,POS,0
352.1,2,59,15.96,0,0.03,3,Current,North,Online,0
34.28,9,26,5.65,0,0.44,3,Current,Central,Mobile Banking,0
180.44,8,32,12.3,0,0.75,2,Savings,South,Online,0
180.09,19,48,16.0,1,0.76,3,Current,East,ATM,0
35.87,4,61,8.72,0,0.92,5,Current,South,Mobile Banking,0
26.36,2,44,2.41,0,0.84,2,Savings,South,ATM,0
782.92,4,48,10.98,0,0.98,0,Savings,South,Online,1
100.08,7,27,40.54,0,0.57,2,Savings,Central,Online,0
51.6,7,68,11.51,0,0.05,3,Savings,Central,Online,0
37.59,13,70,1.97,0,0.86,1,Savings,Central,Online,0
220.28,23,54,26.07,0,0.95,1,Current,West,Mobile Banking,0
188.04,21,24,3.76,0,0.46,3,Savings,South,ATM,0
206.31,16,49,6.94,0,0.11,7,Savings,West,POS,0
18.42,10,69,8.4,0,0.02,6,Current,North,Mobile Banking,0
447.99,15,28,6.23,0,0.61,5,Savings,South,ATM,0
98.62,5,65,7.77,0,0.67,3,Savings,East,POS,0
75.19,10,62,23.81,0,0.02,2,Current,South,POS,0
124.11,9,45,3.79,0,0.95,4,Savings,Central,POS,0
98.88,22,21,9.54,0,0.54,4,Savings,South,Mobile Banking,0
398.4,8,65,0.3,0,0.61,2,Savings,North,POS,0
529.75,23,62,10.63,0,0.56,1,Savings,Central,POS,0
72.32,23,48,1.78,0,0.32,4,Current,Central,Online,0
398.93,14,46,4.97,0,0.9,3,Savings,Central,POS,0
304.22,6,50,5.89,0,0.0,5,Savings,East,Online,0
534.17,17,71,1.29,0,0.75,8,Current,North,Online,0
56.41,0,21,6.71,0,0.36,2,Savings,West,POS,0
172.06,14,64,10.34,0,0.19,4,Current,East,Online,0
64.19,1,43,8.46,0,0.44,4,Savings,West,POS,0
347.56,21,70,4.94,0,0.2,6,Savings,Central,Online,0
1.07,1,48,5.24,0,0.87,3,Current,Central,Mobile Banking,0
166.4,9,48,15.06,0,0.8,5,Current,West,Online,0
82.86,19,44,19.01,0,0.86,6,Savings,South,Online,0
77.92,14,42,12.89,0,0.84,1,Savings,North,POS,0
207.07,9,65,56.06,0,0.82,1,Savings,South,POS,0
381.41,18,53,43.47,0,0.58,1,Savings,Central,POS,0
187.91,21,66,1.55,0,0.9,2,Savings,West,ATM,0
383.7,12,48,4.54,0,0.06,3,Savings,East,POS,0
61.47,23,60,30.42,0,0.29,3,Current,Central,POS,0
146.59,10,74,0.45,0,0.21,4,Current,Central,POS,0
119.76,21,54,13.45,0,0.12,2,Savings,East,POS,0
2.34,1,62,46.35,0,0.01,2,Savings,South,Online,0
162.75,20,61,17.03,0,0.4,2,Savings,South,Online,0
216.66,12,40,1.45,0,0.72,4,Savings,South,Mobile Banking,0
179.26,21,52,20.66,0,0.64,9,Savings,Central,Online,0
266.57,21,21,7.09,0,0.65,1,Savings,North,Mobile Banking,0
169.42,20,45,38.18,0,0.89,7,Business,West,Online,2
13.82,0,59,5.06,0,0.96,1,Current,West,POS,0
24.76,4,58,9.61,0,0.68,4,Savings,North,Mobile Banking,0
181.5,20,59,20.59,1,0.08,7,Savings,South,Online,0
64.31,21,30,4.47,0,0.68,3,Current,West,ATM,0
16.6,6,18,3.01,0,0.55,8,Current,South,POS,0
112.28,12,29,0.04,0,0.06,1,Savings,Central,POS,0
161.63,12,60,10.04,0,0.26,4,Current,North,Online,0
79.72,19,70,39.6,0,0.24,4,Savings,West,Online,0
254.9,22,57,4.96,0,0.77,3,Savings,Central,Online,0
206.44,20,43,0.67,0,0.35,2,Savings,North,Mobile Banking,0
80.94,5,72,14.53,0,0.5,2,Business,Central,Online,0
281.2,19,63,0.87,0,0.79,3,Current,Central,ATM,0
209.22,11,63,10.61,0,0.94,3,Savings,East,Online,0
202.92,7,69,7.21,0,0.54,2,Current,South,ATM,0
161.23,8,40,9.68,0,0.56,3,Savings,West,Online,0
2.29,17,66,2.66,0,0.1,4,Current,Central,Online,0
238.48,10,39,1.42,0,0.49,0,Savings,Central,Online,0
94.33,19,74,20.73,0,0.69,2,Business,Central,ATM,0
571.58,10,68,4.23,1,0.19,8,Business,North,POS,0
340.73,23,69,24.17,0,0.11,1,Savings,East,POS,0
177.2,23,73,21.31,0,0.86,6,Savings,West,ATM,0
58.12,14,45,3.32,0,0.11,6,Savings,South,ATM,0
45.56,8,70,35.84,0,0.91,3,Savings,East,Online,1
83.22,2,70,2.64,0,0.27,2,Savings,North,Online,0
129.47,16,34,23.93,0,0.33,5,Savings,East,Online,0
70.21,16,23,8.18,0,0.53,2,Current,North,ATM,0
144.69,2,31,3.03,0,0.19,5,Savings,North,Online,0
36.15,18,67,41.74,0,0.69,3,Savings,East,Online,0
760.75,8,34,49.56,1,0.52,2,Current,West,Online,2
22.84,16,55,10.74,0,0.95,4,Current,North,Online,0
537.49,22,22,9.5,0,0.91,2,Current,South,Online,0
489.7,17,30,34.67,0,0.77,1,Savings,West,Online,1
149.04,22,65,13.6,0,0.18,7,Current,Central,POS,0
258.13,14,70,4.64,0,0.21,4,Current,West,Online,0
114.56,0,26,8.31,0,0.27,2,Savings,Central,POS,0
198.87,9,61,27.12,0,0.83,4,Savings,West,POS,0
83.28,7,59,29.44,0,0.65,4,Savings,West,Mobile Banking,0
71.67,9,43,42.02,0,0.18,4,Current,East,Online,0
172.66,1,30,5.1,0,0.46,5,Current,West,Mobile Banking,0
137.88,18,36,17.09,0,0.97,6,Savings,West,POS,0
173.28,13,65,1.06,0,0.73,4,Savings,East,Mobile Banking,0
67.56,7,34,19.41,0,0.93,1,Savings,Central,POS,0
91.44,18,33,12.42,0,0.81,1,Savings,South,Online,0
17.53,0,47,4.31,0,0.73,2,Current,West,Online,0
10.74,15,49,15.95,0,0.83,0,Business,Central,Online,1
58.46,23,31,2.18,0,0.69,1,Savings,Central,POS,0
15.43,14,65,6.09,0,0.57,4,Business,Central,Online,0
21.91,19,73,7.69,0,0.74,6,Savings,East,Online,0
335.25,23,32,22.52,1,0.23,0,Current,South,Online,0
7.93,4,29,5.54,0,0.49,3,Savings,South,ATM,0
215.14,2,54,0.75,0,0.95,0,Savings,Central,ATM,0
63.64,16,28,2.99,0,0.81,4,Savings,South,POS,0
410.44,9,22,14.05,0,0.93,4,Current,South,POS,0
132.71,4,73,0.23,0,0.97,1,Savings,West,POS,0
72.93,10,73,23.57,0,0.59,2,Savings,East,POS,0
145.81,5,28,34.71,0,0.2,3,Savings,West,ATM,0
96.24,3,51,10.26,0,0.74,7,Business,East,POS,0
166.16,6,36,18.45,1,0.01,3,Current,Central,ATM,0
24.33,18,43,9.32,0,0.09,2,Savings,North,Mobile Banking,0
1161.2,6,43,5.54,0,0.29,4,Current,West,Mobile Banking,0
110.87,13,34,2.7,0,0.02,1,Savings,South,Mobile Banking,0
85.61,16,48,10.95,0,0.68,4,Savings,West,Online,0
247.72,22,36,39.87,0,0.82,1,Savings,North,POS,0
90.48,16,61,33.11,0,0.75,3,Business,North,Online,1
358.28,12,37,37.82,0,0.14,1,Savings,East,POS,0
121.13,0,40,50.9,0,0.8,3,Business,South,Online,2
254.28,1,42,2.71,0,0.83,8,Business,South,Online,1
22.74,17,45,2.38,0,0.1,4,Savings,South,Mobile Banking,0
374.32,3,54,8.37,0,0.49,5,Business,North,POS,0
266.15,12,29,17.53,0,0.69,2,Savings,East,Online,0
47.58,0,65,8.69,1,0.41,5,Business,Central,Online,1
31.4,3,18,33.43,0,0.89,4,Savings,East,Online,1
76.04,1,19,18.96,0,0.53,2,Savings,Central,Online,0
746.53,3,27,15.08,0,0.12,1,Current,North,Online,0
59.37,15,51,1.11,0,0.53,4,Savings,West,Mobile Banking,0
121.81,3,49,2.89,0,0.58,3,Business,Central,Online,0
6.1,8,42,8.38,0,0.95,7,Current,West,POS,0
101.24,16,27,56.18,0,0.42,1,Savings,West,POS,0
169.41,20,72,6.11,0,0.89,5,Savings,East,ATM,0
612.05,22,67,14.91,0,0.32,7,Current,East,ATM,0
145.44,19,18,67.52,0,0.45,2,Savings,Central,Mobile Banking,0
341.97,20,49,4.6,0,0.68,0,Savings,West,Online,0
158.43,1,54,2.73,0,0.89,6,Current,North,Mobile Banking,0
8.33,2,29,11.86,0,0.77,5,Business,East,ATM,0
75.67,22,66,12.04,0,0.16,4,Savings,South,Online,0
171.39,14,74,38.24,0,0.19,6,Savings,North,POS,0
601.54,6,68,0.4,0,0.07,2,Current,North,Online,0
391.98,3,35,7.85,0,0.62,3,Savings,Central,POS,0
51.85,11,47,5.62,0,0.44,5,Business,South,Online,0
49.72,0,30,12.7,1,0.88,4,Current,South,Online,1
44.92,16,71,0.14,0,0.99,1,Savings,South,ATM,0
511.49,3,20,18.62,0,0.88,3,Business,East,POS,0
383.01,3,38,9.95,0,0.05,2,Current,South,POS,0
298.23,21,59,18.09,0,0.94,6,Savings,North,POS,0
99.76,22,31,8.91,0,0.1,1,Savings,Central,Mobile Banking,0
140.39,8,57,9.64,0,0.45,4,Current,East,Online,0
124.85,20,27,33.89,1,0.3,4,Current,West,ATM,0
58.44,9,19,3.55,0,0.16,1,Savings,South,ATM,0
140.65,18,62,3.68,0,0.17,2,Current,East,Online,0
6.19,18,54,12.3,0,0.35,3,Current,Central,Online,0
28.27,14,28,16.19,0,0.03,2,Savings,West,ATM,0
435.35,21,73,6.57,0,0.06,4,Current,North,POS,0
278.61,16,18,10.99,0,0.71,5,Savings,South,POS,0
109.94,6,43,3.88,0,0.63,2,Savings,South,ATM,0
145.61,2,59,2.19,1,0.1,2,Savings,Central,Online,0
92.41,4,30,4.08,0,0.43,4,Current,East,Online,0
270.02,15,45,37.22,0,0.61,3,Savings,East,POS,0
306.67,22,53,24.28,0,0.1,3,Current,West,Online,0
